[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]  742    0    0   50 / 1000    28.2s test_prop_MultiPreserve (collecting)
[ ]  766    0    0   52 / 1000    28.4s test_prop_MultiPreserve (collecting)
[ ]  771    0    0   52 / 1000    28.6s test_prop_MultiPreserve (collecting)
[ ]  818    0    0   55 / 1000    28.7s test_prop_MultiPreserve (collecting)
[ ]  833    0    0   57 / 1000    29.5s test_prop_MultiPreserve (collecting)
[ ]  854    0    0   58 / 1000    29.8s test_prop_MultiPreserve (collecting)
[ ]  893    0    0   58 / 1000    29.9s test_prop_MultiPreserve (collecting)
[ ]  898    0    0   60 / 1000    30.7s test_prop_MultiPreserve (collecting)
[ ]  914    0    0   61 / 1000    31.4s test_prop_MultiPreserve (collecting)
[ ]  949    0    0   65 / 1000    31.5s test_prop_MultiPreserve (collecting)
[ ]  952    0    0   65 / 1000    33.7s test_prop_MultiPreserve (collecting)
[ ]  955    0    0   65 / 1000    35.9s test_prop_MultiPreserve (collecting)
[ ]  998    0    0   71 / 1000    36.7s test_prop_MultiPreserve (collecting)
[ ] 1033    0    0   73 / 1000    37.6s test_prop_MultiPreserve (collecting)
[ ] 1063    0    0   75 / 1000    40.0s test_prop_MultiPreserve (collecting)
[ ] 1098    0    0   77 / 1000    40.7s test_prop_MultiPreserve (collecting)
[ ] 1116    0    0   81 / 1000    41.2s test_prop_MultiPreserve (collecting)
[ ] 1132    0    0   81 / 1000    42.0s test_prop_MultiPreserve (collecting)
[ ] 1144    0    0   81 / 1000    42.7s test_prop_MultiPreserve (collecting)
[ ] 1147    0    0   81 / 1000    43.5s test_prop_MultiPreserve (collecting)
[ ] 1177    0    0   81 / 1000    43.8s test_prop_MultiPreserve (collecting)
[ ] 1193    0    0   82 / 1000    46.3s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   82 / 1000    46.3s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 46153.59]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]    6    0    0    2 / 1000     0.7s test_prop_MultiPreserve (collecting)
[ ]   28    0    0    4 / 1000     0.9s test_prop_MultiPreserve (collecting)
[ ]   41    0    0    5 / 1000     1.0s test_prop_MultiPreserve (collecting)
[ ]   56    0    0    5 / 1000     1.1s test_prop_MultiPreserve (collecting)
[ ]   58    0    0    5 / 1000     1.5s test_prop_MultiPreserve (collecting)
[ ]   80    0    0    6 / 1000     1.8s test_prop_MultiPreserve (collecting)
[ ]  100    0    0    7 / 1000     2.7s test_prop_MultiPreserve (collecting)
[ ]  103    0    0    7 / 1000     3.4s test_prop_MultiPreserve (collecting)
[ ]  110    0    0    7 / 1000     3.5s test_prop_MultiPreserve (collecting)
[ ]  114    0    0    7 / 1000     5.7s test_prop_MultiPreserve (collecting)
[ ]  115    0    0    7 / 1000     6.1s test_prop_MultiPreserve (collecting)
[ ]  125    0    0    8 / 1000     8.6s test_prop_MultiPreserve (collecting)
[ ]  133    0    0    8 / 1000     9.1s test_prop_MultiPreserve (collecting)
[ ]  139    0    0    9 / 1000    10.2s test_prop_MultiPreserve (collecting)
[ ]  152    0    0   10 / 1000    10.5s test_prop_MultiPreserve (collecting)
[ ]  206    0    0   15 / 1000    10.6s test_prop_MultiPreserve (collecting)
[ ]  216    0    0   17 / 1000    10.7s test_prop_MultiPreserve (collecting)
[ ]  222    0    0   18 / 1000    11.0s test_prop_MultiPreserve (collecting)
[ ]  227    0    0   19 / 1000    13.4s test_prop_MultiPreserve (collecting)
[ ]  254    0    0   22 / 1000    14.0s test_prop_MultiPreserve (collecting)
[ ]  259    0    0   22 / 1000    16.5s test_prop_MultiPreserve (collecting)
[ ]  269    0    0   23 / 1000    16.7s test_prop_MultiPreserve (collecting)
[ ]  273    0    0   23 / 1000    17.3s test_prop_MultiPreserve (collecting)
[ ]  293    0    0   24 / 1000    17.4s test_prop_MultiPreserve (collecting)
[ ]  299    0    0   24 / 1000    17.6s test_prop_MultiPreserve (collecting)
[ ]  301    0    0   24 / 1000    17.7s test_prop_MultiPreserve (collecting)
[ ]  313    0    0   25 / 1000    20.1s test_prop_MultiPreserve (collecting)
[ ]  315    0    0   25 / 1000    20.9s test_prop_MultiPreserve (collecting)
[ ]  329    0    0   25 / 1000    21.0s test_prop_MultiPreserve (collecting)
[ ]  376    0    0   32 / 1000    21.2s test_prop_MultiPreserve (collecting)
[ ]  398    0    0   33 / 1000    22.2s test_prop_MultiPreserve (collecting)
[ ]  407    0    0   33 / 1000    22.9s test_prop_MultiPreserve (collecting)
[ ]  460    0    0   41 / 1000    23.0s test_prop_MultiPreserve (collecting)
[ ]  467    0    0   41 / 1000    23.8s test_prop_MultiPreserve (collecting)
[ ]  472    0    0   42 / 1000    26.2s test_prop_MultiPreserve (collecting)
[ ]  482    0    0   43 / 1000    28.4s test_prop_MultiPreserve (collecting)
[ ]  490    0    0   44 / 1000    28.9s test_prop_MultiPreserve (collecting)
[ ]  507    0    0   45 / 1000    29.5s test_prop_MultiPreserve (collecting)
[ ]  517    0    0   45 / 1000    32.2s test_prop_MultiPreserve (collecting)
[ ]  530    0    0   46 / 1000    32.8s test_prop_MultiPreserve (collecting)
[ ]  531    0    0   46 / 1000    35.2s test_prop_MultiPreserve (collecting)
[ ]  571    0    0   52 / 1000    36.4s test_prop_MultiPreserve (collecting)
[ ]  584    0    0   54 / 1000    36.5s test_prop_MultiPreserve (collecting)
[ ]  595    0    0   54 / 1000    37.3s test_prop_MultiPreserve (collecting)
[ ]  612    0    0   57 / 1000    38.2s test_prop_MultiPreserve (collecting)
[ ]  626    0    0   58 / 1000    40.6s test_prop_MultiPreserve (collecting)
[ ]  634    0    0   60 / 1000    42.9s test_prop_MultiPreserve (collecting)
[ ]  655    0    0   62 / 1000    43.0s test_prop_MultiPreserve (collecting)
[ ]  668    0    0   63 / 1000    43.5s test_prop_MultiPreserve (collecting)
[ ]  684    0    0   65 / 1000    44.4s test_prop_MultiPreserve (collecting)
[ ]  748    0    0   70 / 1000    44.5s test_prop_MultiPreserve (collecting)
[ ]  750    0    0   70 / 1000    45.3s test_prop_MultiPreserve (collecting)
[ ]  752    0    0   70 / 1000    46.1s test_prop_MultiPreserve (collecting)
[ ]  757    0    0   71 / 1000    46.2s test_prop_MultiPreserve (collecting)
[ ]  775    0    0   73 / 1000    46.4s test_prop_MultiPreserve (collecting)
[ ]  796    0    0   74 / 1000    47.2s test_prop_MultiPreserve (collecting)
[ ]  808    0    0   75 / 1000    47.3s test_prop_MultiPreserve (collecting)
[ ]  830    0    0   77 / 1000    48.3s test_prop_MultiPreserve (collecting)
[ ]  854    0    0   78 / 1000    50.5s test_prop_MultiPreserve (collecting)
[ ]  861    0    0   78 / 1000    50.7s test_prop_MultiPreserve (collecting)
[ ]  867    0    0   79 / 1000    50.8s test_prop_MultiPreserve (collecting)
[ ]  880    0    0   79 / 1000    50.9s test_prop_MultiPreserve (collecting)
[ ]  892    0    0   80 / 1000    51.0s test_prop_MultiPreserve (collecting)
[ ]  893    0    0   80 / 1000    53.7s test_prop_MultiPreserve (collecting)
[ ]  894    0    0   80 / 1000    54.1s test_prop_MultiPreserve (collecting)
[ ]  913    0    0   82 / 1000    54.3s test_prop_MultiPreserve (collecting)
[ ]  920    0    0   83 / 1000    54.7s test_prop_MultiPreserve (collecting)
[ ]  930    0    0   83 / 1000    54.9s test_prop_MultiPreserve (collecting)
[ ]  941    0    0   83 / 1000    55.6s test_prop_MultiPreserve (collecting)
[ ]  946    0    0   83 / 1000    56.3s test_prop_MultiPreserve (collecting)
[ ]  948    0    0   83 / 1000    58.6s test_prop_MultiPreserve (collecting)
[ ]  968    0    0   86 / 1000    58.8s test_prop_MultiPreserve (collecting)
[ ]  996    0    0   88 / 1000    59.0s test_prop_MultiPreserve (collecting)
[ ] 1000    0    0   88 / 1000    59.3s test_prop_MultiPreserve (collecting)
[ ] 1007    0    0   88 / 1000    60.2s test_prop_MultiPreserve (collecting)
[ ] 1019    0    0   90 / 1000    60.3s test_prop_MultiPreserve (collecting)
[ ] 1040    0    0   92 / 1000    60.6s test_prop_MultiPreserve (collecting)
[ ] 1061    0    0   94 / 1000    60.7s test_prop_MultiPreserve (collecting)
[ ] 1079    0    0   95 / 1000    61.6s test_prop_MultiPreserve (collecting)
[ ] 1097    0    0   96 / 1000    61.7s test_prop_MultiPreserve (collecting)
[ ] 1098    0    0   96 / 1000    62.4s test_prop_MultiPreserve (collecting)
[ ] 1132    0    0   97 / 1000    63.1s test_prop_MultiPreserve (collecting)
[ ] 1141    0    0   99 / 1000    63.2s test_prop_MultiPreserve (collecting)
[ ] 1172    0    0  105 / 1000    63.4s test_prop_MultiPreserve (collecting)
[ ] 1177    0    0  105 / 1000    64.4s test_prop_MultiPreserve (collecting)
[ ] 1179    0    0  105 / 1000    64.6s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0  106 / 1000    64.7s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 64478.73]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   20    0    0    2 / 1000     0.9s test_prop_MultiPreserve (collecting)
[ ]   21    0    0    2 / 1000     1.5s test_prop_MultiPreserve (collecting)
[ ]   34    0    0    3 / 1000     2.4s test_prop_MultiPreserve (collecting)
[ ]   81    0    0    8 / 1000     2.5s test_prop_MultiPreserve (collecting)
[ ]  104    0    0   12 / 1000     2.9s test_prop_MultiPreserve (collecting)
[ ]  131    0    0   12 / 1000     3.0s test_prop_MultiPreserve (collecting)
[ ]  153    0    0   14 / 1000     3.1s test_prop_MultiPreserve (collecting)
[ ]  162    0    0   14 / 1000     4.0s test_prop_MultiPreserve (collecting)
[ ]  179    0    0   14 / 1000     6.3s test_prop_MultiPreserve (collecting)
[ ]  193    0    0   14 / 1000     6.9s test_prop_MultiPreserve (collecting)
[ ]  199    0    0   14 / 1000     7.1s test_prop_MultiPreserve (collecting)
[ ]  237    0    0   17 / 1000     7.3s test_prop_MultiPreserve (collecting)
[ ]  255    0    0   17 / 1000     7.6s test_prop_MultiPreserve (collecting)
[ ]  266    0    0   17 / 1000     8.3s test_prop_MultiPreserve (collecting)
[ ]  278    0    0   17 / 1000     9.0s test_prop_MultiPreserve (collecting)
[ ]  298    0    0   18 / 1000     9.1s test_prop_MultiPreserve (collecting)
[ ]  312    0    0   20 / 1000     9.5s test_prop_MultiPreserve (collecting)
[ ]  350    0    0   27 / 1000    10.3s test_prop_MultiPreserve (collecting)
[ ]  360    0    0   27 / 1000    11.2s test_prop_MultiPreserve (collecting)
[ ]  364    0    0   27 / 1000    12.1s test_prop_MultiPreserve (collecting)
[ ]  388    0    0   28 / 1000    12.2s test_prop_MultiPreserve (collecting)
[ ]  400    0    0   28 / 1000    12.3s test_prop_MultiPreserve (collecting)
[ ]  406    0    0   28 / 1000    12.5s test_prop_MultiPreserve (collecting)
[ ]  432    0    0   31 / 1000    13.3s test_prop_MultiPreserve (collecting)
[ ]  447    0    0   32 / 1000    13.5s test_prop_MultiPreserve (collecting)
[ ]  468    0    0   36 / 1000    14.1s test_prop_MultiPreserve (collecting)
[ ]  469    0    0   36 / 1000    14.4s test_prop_MultiPreserve (collecting)
[ ]  510    0    0   39 / 1000    15.2s test_prop_MultiPreserve (collecting)
[ ]  523    0    0   40 / 1000    16.0s test_prop_MultiPreserve (collecting)
[ ]  542    0    0   42 / 1000    16.7s test_prop_MultiPreserve (collecting)
[ ]  603    0    0   48 / 1000    16.8s test_prop_MultiPreserve (collecting)
[ ]  606    0    0   48 / 1000    16.9s test_prop_MultiPreserve (collecting)
[ ]  621    0    0   48 / 1000    17.0s test_prop_MultiPreserve (collecting)
[ ]  634    0    0   49 / 1000    17.8s test_prop_MultiPreserve (collecting)
[ ]  641    0    0   49 / 1000    18.4s test_prop_MultiPreserve (collecting)
[ ]  652    0    0   49 / 1000    20.8s test_prop_MultiPreserve (collecting)
[ ]  684    0    0   53 / 1000    21.7s test_prop_MultiPreserve (collecting)
[ ]  689    0    0   54 / 1000    23.8s test_prop_MultiPreserve (collecting)
[ ]  692    0    0   54 / 1000    24.4s test_prop_MultiPreserve (collecting)
[ ]  699    0    0   54 / 1000    25.0s test_prop_MultiPreserve (collecting)
[ ]  708    0    0   55 / 1000    27.3s test_prop_MultiPreserve (collecting)
[ ]  718    0    0   55 / 1000    27.5s test_prop_MultiPreserve (collecting)
[ ]  728    0    0   56 / 1000    27.6s test_prop_MultiPreserve (collecting)
[ ]  733    0    0   57 / 1000    28.0s test_prop_MultiPreserve (collecting)
[ ]  772    0    0   59 / 1000    28.7s test_prop_MultiPreserve (collecting)
[ ]  779    0    0   59 / 1000    28.8s test_prop_MultiPreserve (collecting)
[ ]  798    0    0   61 / 1000    29.0s test_prop_MultiPreserve (collecting)
[ ]  833    0    0   67 / 1000    29.8s test_prop_MultiPreserve (collecting)
[ ]  848    0    0   67 / 1000    29.9s test_prop_MultiPreserve (collecting)
[ ]  856    0    0   67 / 1000    32.2s test_prop_MultiPreserve (collecting)
[ ]  863    0    0   68 / 1000    32.8s test_prop_MultiPreserve (collecting)
[ ]  865    0    0   68 / 1000    33.1s test_prop_MultiPreserve (collecting)
[ ]  894    0    0   71 / 1000    33.2s test_prop_MultiPreserve (collecting)
[ ]  916    0    0   71 / 1000    33.3s test_prop_MultiPreserve (collecting)
[ ]  930    0    0   71 / 1000    34.1s test_prop_MultiPreserve (collecting)
[ ]  935    0    0   71 / 1000    36.4s test_prop_MultiPreserve (collecting)
[ ]  943    0    0   71 / 1000    36.5s test_prop_MultiPreserve (collecting)
[ ]  949    0    0   72 / 1000    37.0s test_prop_MultiPreserve (collecting)
[ ]  966    0    0   73 / 1000    38.1s test_prop_MultiPreserve (collecting)
[ ]  982    0    0   73 / 1000    39.0s test_prop_MultiPreserve (collecting)
[ ]  999    0    0   75 / 1000    39.8s test_prop_MultiPreserve (collecting)
[ ] 1032    0    0   76 / 1000    39.9s test_prop_MultiPreserve (collecting)
[ ] 1055    0    0   77 / 1000    40.7s test_prop_MultiPreserve (collecting)
[ ] 1069    0    0   79 / 1000    41.5s test_prop_MultiPreserve (collecting)
[ ] 1101    0    0   81 / 1000    41.7s test_prop_MultiPreserve (collecting)
[ ] 1121    0    0   83 / 1000    41.8s test_prop_MultiPreserve (collecting)
[ ] 1127    0    0   84 / 1000    42.5s test_prop_MultiPreserve (collecting)
[ ] 1142    0    0   84 / 1000    42.7s test_prop_MultiPreserve (collecting)
[ ] 1146    0    0   84 / 1000    45.2s test_prop_MultiPreserve (collecting)
[ ] 1182    0    0   87 / 1000    46.2s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   88 / 1000    46.3s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 46095.64]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]    9    0    0    1 / 1000     0.3s test_prop_MultiPreserve (collecting)
[ ]   38    0    0    2 / 1000     0.5s test_prop_MultiPreserve (collecting)
[ ]   62    0    0    6 / 1000     0.6s test_prop_MultiPreserve (collecting)
[ ]   70    0    0    6 / 1000     3.0s test_prop_MultiPreserve (collecting)
[ ]   87    0    0    6 / 1000     3.9s test_prop_MultiPreserve (collecting)
[ ]  110    0    0    8 / 1000     4.0s test_prop_MultiPreserve (collecting)
[ ]  130    0    0   10 / 1000     4.7s test_prop_MultiPreserve (collecting)
[ ]  159    0    0   11 / 1000     4.8s test_prop_MultiPreserve (collecting)
[ ]  172    0    0   11 / 1000     4.9s test_prop_MultiPreserve (collecting)
[ ]  180    0    0   12 / 1000     6.9s test_prop_MultiPreserve (collecting)
[ ]  189    0    0   12 / 1000     7.4s test_prop_MultiPreserve (collecting)
[ ]  195    0    0   12 / 1000     7.6s test_prop_MultiPreserve (collecting)
[ ]  221    0    0   12 / 1000     8.3s test_prop_MultiPreserve (collecting)
[ ]  237    0    0   14 / 1000     8.6s test_prop_MultiPreserve (collecting)
[ ]  253    0    0   16 / 1000     9.4s test_prop_MultiPreserve (collecting)
[ ]  265    0    0   16 / 1000    10.1s test_prop_MultiPreserve (collecting)
[ ]  281    0    0   16 / 1000    10.8s test_prop_MultiPreserve (collecting)
[ ]  316    0    0   23 / 1000    11.1s test_prop_MultiPreserve (collecting)
[ ]  324    0    0   23 / 1000    12.0s test_prop_MultiPreserve (collecting)
[ ]  343    0    0   25 / 1000    12.7s test_prop_MultiPreserve (collecting)
[ ]  356    0    0   25 / 1000    12.9s test_prop_MultiPreserve (collecting)
[ ]  379    0    0   27 / 1000    13.0s test_prop_MultiPreserve (collecting)
[ ]  394    0    0   27 / 1000    13.8s test_prop_MultiPreserve (collecting)
[ ]  400    0    0   27 / 1000    14.0s test_prop_MultiPreserve (collecting)
[ ]  402    0    0   28 / 1000    14.3s test_prop_MultiPreserve (collecting)
[ ]  438    0    0   32 / 1000    14.4s test_prop_MultiPreserve (collecting)
[ ]  462    0    0   35 / 1000    14.5s test_prop_MultiPreserve (collecting)
[ ]  485    0    0   36 / 1000    17.0s test_prop_MultiPreserve (collecting)
[ ]  516    0    0   36 / 1000    17.6s test_prop_MultiPreserve (collecting)
[ ]  518    0    0   36 / 1000    17.7s test_prop_MultiPreserve (collecting)
[ ]  533    0    0   37 / 1000    17.8s test_prop_MultiPreserve (collecting)
[ ]  536    0    0   37 / 1000    18.6s test_prop_MultiPreserve (collecting)
[ ]  539    0    0   37 / 1000    18.9s test_prop_MultiPreserve (collecting)
[ ]  547    0    0   38 / 1000    19.6s test_prop_MultiPreserve (collecting)
[ ]  553    0    0   38 / 1000    19.7s test_prop_MultiPreserve (collecting)
[ ]  555    0    0   38 / 1000    20.6s test_prop_MultiPreserve (collecting)
[ ]  566    0    0   40 / 1000    20.9s test_prop_MultiPreserve (collecting)
[ ]  584    0    0   41 / 1000    21.8s test_prop_MultiPreserve (collecting)
[ ]  614    0    0   45 / 1000    21.9s test_prop_MultiPreserve (collecting)
[ ]  615    0    0   45 / 1000    22.2s test_prop_MultiPreserve (collecting)
[ ]  618    0    0   45 / 1000    24.3s test_prop_MultiPreserve (collecting)
[ ]  655    0    0   48 / 1000    25.3s test_prop_MultiPreserve (collecting)
[ ]  676    0    0   49 / 1000    25.5s test_prop_MultiPreserve (collecting)
[ ]  685    0    0   52 / 1000    26.2s test_prop_MultiPreserve (collecting)
[ ]  708    0    0   53 / 1000    26.3s test_prop_MultiPreserve (collecting)
[ ]  726    0    0   55 / 1000    26.4s test_prop_MultiPreserve (collecting)
[ ]  739    0    0   56 / 1000    27.2s test_prop_MultiPreserve (collecting)
[ ]  743    0    0   56 / 1000    28.0s test_prop_MultiPreserve (collecting)
[ ]  785    0    0   59 / 1000    28.1s test_prop_MultiPreserve (collecting)
[ ]  791    0    0   60 / 1000    28.8s test_prop_MultiPreserve (collecting)
[ ]  795    0    0   61 / 1000    29.4s test_prop_MultiPreserve (collecting)
[ ]  830    0    0   62 / 1000    29.5s test_prop_MultiPreserve (collecting)
[ ]  857    0    0   65 / 1000    29.6s test_prop_MultiPreserve (collecting)
[ ]  858    0    0   65 / 1000    30.4s test_prop_MultiPreserve (collecting)
[ ]  863    0    0   65 / 1000    30.7s test_prop_MultiPreserve (collecting)
[ ]  877    0    0   67 / 1000    30.8s test_prop_MultiPreserve (collecting)
[ ]  884    0    0   68 / 1000    31.6s test_prop_MultiPreserve (collecting)
[ ]  889    0    0   68 / 1000    32.3s test_prop_MultiPreserve (collecting)
[ ]  942    0    0   72 / 1000    32.4s test_prop_MultiPreserve (collecting)
[ ]  949    0    0   72 / 1000    32.7s test_prop_MultiPreserve (collecting)
[ ]  959    0    0   74 / 1000    32.9s test_prop_MultiPreserve (collecting)
[ ]  984    0    0   75 / 1000    33.0s test_prop_MultiPreserve (collecting)
[ ]  999    0    0   76 / 1000    35.3s test_prop_MultiPreserve (collecting)
[ ] 1014    0    0   77 / 1000    36.0s test_prop_MultiPreserve (collecting)
[ ] 1036    0    0   79 / 1000    36.8s test_prop_MultiPreserve (collecting)
[ ] 1063    0    0   80 / 1000    36.9s test_prop_MultiPreserve (collecting)
[ ] 1081    0    0   80 / 1000    37.7s test_prop_MultiPreserve (collecting)
[ ] 1083    0    0   80 / 1000    39.9s test_prop_MultiPreserve (collecting)
[ ] 1084    0    0   80 / 1000    40.7s test_prop_MultiPreserve (collecting)
[ ] 1085    0    0   80 / 1000    41.5s test_prop_MultiPreserve (collecting)
[ ] 1136    0    0   84 / 1000    41.6s test_prop_MultiPreserve (collecting)
[ ] 1162    0    0   85 / 1000    42.5s test_prop_MultiPreserve (collecting)
[ ] 1189    0    0   87 / 1000    42.6s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   87 / 1000    42.6s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 42428.43]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   10    0    0    0 / 1000     2.4s test_prop_MultiPreserve (collecting)
[ ]   26    0    0    1 / 1000     4.6s test_prop_MultiPreserve (collecting)
[ ]   30    0    0    1 / 1000     7.1s test_prop_MultiPreserve (collecting)
[ ]   53    0    0    3 / 1000     7.7s test_prop_MultiPreserve (collecting)
[ ]   83    0    0    6 / 1000     8.8s test_prop_MultiPreserve (collecting)
[ ]   86    0    0    6 / 1000     9.0s test_prop_MultiPreserve (collecting)
[ ]  113    0    0    7 / 1000     9.1s test_prop_MultiPreserve (collecting)
[ ]  130    0    0    7 / 1000     9.2s test_prop_MultiPreserve (collecting)
[ ]  148    0    0    8 / 1000     9.3s test_prop_MultiPreserve (collecting)
[ ]  206    0    0   14 / 1000     9.5s test_prop_MultiPreserve (collecting)
[ ]  224    0    0   19 / 1000     9.6s test_prop_MultiPreserve (collecting)
[ ]  230    0    0   19 / 1000    10.3s test_prop_MultiPreserve (collecting)
[ ]  236    0    0   19 / 1000    12.6s test_prop_MultiPreserve (collecting)
[ ]  239    0    0   19 / 1000    12.7s test_prop_MultiPreserve (collecting)
[ ]  240    0    0   19 / 1000    13.1s test_prop_MultiPreserve (collecting)
[ ]  241    0    0   19 / 1000    13.6s test_prop_MultiPreserve (collecting)
[ ]  257    0    0   21 / 1000    13.8s test_prop_MultiPreserve (collecting)
[ ]  265    0    0   21 / 1000    14.0s test_prop_MultiPreserve (collecting)
[ ]  316    0    0   28 / 1000    14.1s test_prop_MultiPreserve (collecting)
[ ]  333    0    0   30 / 1000    14.3s test_prop_MultiPreserve (collecting)
[ ]  353    0    0   31 / 1000    15.2s test_prop_MultiPreserve (collecting)
[ ]  364    0    0   33 / 1000    15.9s test_prop_MultiPreserve (collecting)
[ ]  373    0    0   34 / 1000    16.7s test_prop_MultiPreserve (collecting)
[ ]  383    0    0   35 / 1000    18.9s test_prop_MultiPreserve (collecting)
[ ]  401    0    0   38 / 1000    19.0s test_prop_MultiPreserve (collecting)
[ ]  415    0    0   38 / 1000    21.8s test_prop_MultiPreserve (collecting)
[ ]  439    0    0   40 / 1000    24.4s test_prop_MultiPreserve (collecting)
[ ]  446    0    0   41 / 1000    26.7s test_prop_MultiPreserve (collecting)
[ ]  457    0    0   43 / 1000    27.5s test_prop_MultiPreserve (collecting)
[ ]  473    0    0   43 / 1000    28.3s test_prop_MultiPreserve (collecting)
[ ]  474    0    0   43 / 1000    29.0s test_prop_MultiPreserve (collecting)
[ ]  479    0    0   43 / 1000    29.7s test_prop_MultiPreserve (collecting)
[ ]  492    0    0   43 / 1000    29.8s test_prop_MultiPreserve (collecting)
[ ]  513    0    0   44 / 1000    30.0s test_prop_MultiPreserve (collecting)
[ ]  517    0    0   44 / 1000    30.1s test_prop_MultiPreserve (collecting)
[ ]  543    0    0   46 / 1000    30.2s test_prop_MultiPreserve (collecting)
[ ]  586    0    0   47 / 1000    32.5s test_prop_MultiPreserve (collecting)
[ ]  606    0    0   49 / 1000    32.6s test_prop_MultiPreserve (collecting)
[ ]  624    0    0   49 / 1000    33.1s test_prop_MultiPreserve (collecting)
[ ]  639    0    0   50 / 1000    33.2s test_prop_MultiPreserve (collecting)
[ ]  652    0    0   50 / 1000    35.5s test_prop_MultiPreserve (collecting)
[ ]  689    0    0   55 / 1000    36.3s test_prop_MultiPreserve (collecting)
[ ]  705    0    0   58 / 1000    36.8s test_prop_MultiPreserve (collecting)
[ ]  720    0    0   58 / 1000    37.0s test_prop_MultiPreserve (collecting)
[ ]  731    0    0   59 / 1000    39.4s test_prop_MultiPreserve (collecting)
[ ]  753    0    0   59 / 1000    39.6s test_prop_MultiPreserve (collecting)
[ ]  806    0    0   63 / 1000    39.7s test_prop_MultiPreserve (collecting)
[ ]  829    0    0   65 / 1000    39.8s test_prop_MultiPreserve (collecting)
[ ]  837    0    0   65 / 1000    40.0s test_prop_MultiPreserve (collecting)
[ ]  856    0    0   67 / 1000    41.1s test_prop_MultiPreserve (collecting)
[ ]  878    0    0   67 / 1000    41.2s test_prop_MultiPreserve (collecting)
[ ]  900    0    0   70 / 1000    41.3s test_prop_MultiPreserve (collecting)
[ ]  902    0    0   70 / 1000    42.2s test_prop_MultiPreserve (collecting)
[ ]  918    0    0   71 / 1000    43.0s test_prop_MultiPreserve (collecting)
[ ]  963    0    0   73 / 1000    43.1s test_prop_MultiPreserve (collecting)
[ ]  968    0    0   73 / 1000    43.9s test_prop_MultiPreserve (collecting)
[ ]  970    0    0   74 / 1000    44.7s test_prop_MultiPreserve (collecting)
[ ]  977    0    0   75 / 1000    47.1s test_prop_MultiPreserve (collecting)
[ ]  980    0    0   75 / 1000    47.2s test_prop_MultiPreserve (collecting)
[ ] 1028    0    0   79 / 1000    47.4s test_prop_MultiPreserve (collecting)
[ ] 1077    0    0   83 / 1000    47.5s test_prop_MultiPreserve (collecting)
[ ] 1086    0    0   84 / 1000    48.6s test_prop_MultiPreserve (collecting)
[ ] 1110    0    0   87 / 1000    49.5s test_prop_MultiPreserve (collecting)
[ ] 1116    0    0   88 / 1000    49.6s test_prop_MultiPreserve (collecting)
[ ] 1117    0    0   88 / 1000    51.8s test_prop_MultiPreserve (collecting)
[ ] 1124    0    0   88 / 1000    52.2s test_prop_MultiPreserve (collecting)
[ ] 1129    0    0   88 / 1000    52.3s test_prop_MultiPreserve (collecting)
[ ] 1138    0    0   89 / 1000    52.4s test_prop_MultiPreserve (collecting)
[ ] 1158    0    0   93 / 1000    52.5s test_prop_MultiPreserve (collecting)
[ ] 1184    0    0   97 / 1000    53.2s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   98 / 1000    53.2s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 52919.10]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   21    0    0    3 / 1000     0.8s test_prop_MultiPreserve (collecting)
[ ]   56    0    0    3 / 1000     0.9s test_prop_MultiPreserve (collecting)
[ ]   78    0    0    4 / 1000     1.7s test_prop_MultiPreserve (collecting)
[ ]   98    0    0    5 / 1000     4.1s test_prop_MultiPreserve (collecting)
