[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ] 1128    0    0   91 / 1000    34.0s test_prop_MultiPreserve (collecting)
[ ] 1129    0    0   91 / 1000    34.8s test_prop_MultiPreserve (collecting)
[ ] 1158    0    0   94 / 1000    35.0s test_prop_MultiPreserve (collecting)
[ ] 1161    0    0   94 / 1000    35.7s test_prop_MultiPreserve (collecting)
[ ] 1198    0    0   96 / 1000    35.8s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   96 / 1000    35.8s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 35779.86]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   32    0    0    2 / 1000     0.1s test_prop_MultiPreserve (collecting)
[ ]   64    0    0    3 / 1000     2.5s test_prop_MultiPreserve (collecting)
[ ]   85    0    0    5 / 1000     2.6s test_prop_MultiPreserve (collecting)
[ ]  122    0    0    6 / 1000     2.7s test_prop_MultiPreserve (collecting)
[ ]  139    0    0    9 / 1000     5.3s test_prop_MultiPreserve (collecting)
[ ]  161    0    0   10 / 1000     8.0s test_prop_MultiPreserve (collecting)
[ ]  169    0    0   10 / 1000     8.1s test_prop_MultiPreserve (collecting)
[ ]  173    0    0   10 / 1000     8.5s test_prop_MultiPreserve (collecting)
[ ]  174    0    0   10 / 1000     9.1s test_prop_MultiPreserve (collecting)
[ ]  191    0    0   11 / 1000    11.9s test_prop_MultiPreserve (collecting)
[ ]  196    0    0   11 / 1000    12.5s test_prop_MultiPreserve (collecting)
[ ]  201    0    0   11 / 1000    13.5s test_prop_MultiPreserve (collecting)
[ ]  218    0    0   12 / 1000    14.3s test_prop_MultiPreserve (collecting)
[ ]  230    0    0   12 / 1000    14.5s test_prop_MultiPreserve (collecting)
[ ]  232    0    0   12 / 1000    15.3s test_prop_MultiPreserve (collecting)
[ ]  246    0    0   14 / 1000    15.4s test_prop_MultiPreserve (collecting)
[ ]  255    0    0   15 / 1000    17.6s test_prop_MultiPreserve (collecting)
[ ]  293    0    0   19 / 1000    17.7s test_prop_MultiPreserve (collecting)
[ ]  295    0    0   19 / 1000    18.4s test_prop_MultiPreserve (collecting)
[ ]  318    0    0   20 / 1000    19.5s test_prop_MultiPreserve (collecting)
[ ]  323    0    0   20 / 1000    20.3s test_prop_MultiPreserve (collecting)
[ ]  349    0    0   21 / 1000    21.2s test_prop_MultiPreserve (collecting)
[ ]  368    0    0   21 / 1000    21.8s test_prop_MultiPreserve (collecting)
[ ]  369    0    0   21 / 1000    22.1s test_prop_MultiPreserve (collecting)
[ ]  415    0    0   25 / 1000    22.2s test_prop_MultiPreserve (collecting)
[ ]  424    0    0   26 / 1000    22.3s test_prop_MultiPreserve (collecting)
[ ]  434    0    0   28 / 1000    23.1s test_prop_MultiPreserve (collecting)
[ ]  451    0    0   29 / 1000    23.2s test_prop_MultiPreserve (collecting)
[ ]  480    0    0   32 / 1000    23.9s test_prop_MultiPreserve (collecting)
[ ]  508    0    0   35 / 1000    24.2s test_prop_MultiPreserve (collecting)
[ ]  521    0    0   35 / 1000    24.9s test_prop_MultiPreserve (collecting)
[ ]  535    0    0   35 / 1000    25.6s test_prop_MultiPreserve (collecting)
[ ]  554    0    0   35 / 1000    26.4s test_prop_MultiPreserve (collecting)
[ ]  555    0    0   35 / 1000    27.1s test_prop_MultiPreserve (collecting)
[ ]  581    0    0   36 / 1000    27.9s test_prop_MultiPreserve (collecting)
[ ]  592    0    0   36 / 1000    28.2s test_prop_MultiPreserve (collecting)
[ ]  603    0    0   36 / 1000    28.3s test_prop_MultiPreserve (collecting)
[ ]  619    0    0   37 / 1000    28.4s test_prop_MultiPreserve (collecting)
[ ]  645    0    0   39 / 1000    28.5s test_prop_MultiPreserve (collecting)
[ ]  677    0    0   44 / 1000    28.6s test_prop_MultiPreserve (collecting)
[ ]  682    0    0   44 / 1000    30.8s test_prop_MultiPreserve (collecting)
[ ]  711    0    0   47 / 1000    30.9s test_prop_MultiPreserve (collecting)
[ ]  722    0    0   48 / 1000    31.1s test_prop_MultiPreserve (collecting)
[ ]  725    0    0   48 / 1000    31.7s test_prop_MultiPreserve (collecting)
[ ]  737    0    0   49 / 1000    31.9s test_prop_MultiPreserve (collecting)
[ ]  756    0    0   51 / 1000    34.5s test_prop_MultiPreserve (collecting)
[ ]  762    0    0   52 / 1000    35.1s test_prop_MultiPreserve (collecting)
[ ]  787    0    0   53 / 1000    35.2s test_prop_MultiPreserve (collecting)
[ ]  816    0    0   55 / 1000    35.3s test_prop_MultiPreserve (collecting)
[ ]  828    0    0   58 / 1000    36.3s test_prop_MultiPreserve (collecting)
[ ]  830    0    0   58 / 1000    38.6s test_prop_MultiPreserve (collecting)
[ ]  833    0    0   58 / 1000    39.4s test_prop_MultiPreserve (collecting)
[ ]  839    0    0   58 / 1000    40.2s test_prop_MultiPreserve (collecting)
[ ]  894    0    0   62 / 1000    40.3s test_prop_MultiPreserve (collecting)
[ ]  895    0    0   62 / 1000    41.2s test_prop_MultiPreserve (collecting)
[ ]  916    0    0   65 / 1000    42.0s test_prop_MultiPreserve (collecting)
[ ]  954    0    0   66 / 1000    42.1s test_prop_MultiPreserve (collecting)
[ ]  988    0    0   69 / 1000    42.9s test_prop_MultiPreserve (collecting)
[ ] 1000    0    0   71 / 1000    45.0s test_prop_MultiPreserve (collecting)
[ ] 1028    0    0   71 / 1000    45.3s test_prop_MultiPreserve (collecting)
[ ] 1036    0    0   71 / 1000    47.7s test_prop_MultiPreserve (collecting)
[ ] 1070    0    0   74 / 1000    48.4s test_prop_MultiPreserve (collecting)
[ ] 1074    0    0   75 / 1000    49.4s test_prop_MultiPreserve (collecting)
[ ] 1090    0    0   77 / 1000    49.6s test_prop_MultiPreserve (collecting)
[ ] 1125    0    0   78 / 1000    52.1s test_prop_MultiPreserve (collecting)
[ ] 1134    0    0   80 / 1000    52.7s test_prop_MultiPreserve (collecting)
[ ] 1168    0    0   82 / 1000    52.9s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   85 / 1000    53.0s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 52944.54]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]    7    0    0    0 / 1000     0.8s test_prop_MultiPreserve (collecting)
[ ]   21    0    0    0 / 1000     1.6s test_prop_MultiPreserve (collecting)
[ ]   23    0    0    0 / 1000     2.2s test_prop_MultiPreserve (collecting)
[ ]   57    0    0    3 / 1000     2.6s test_prop_MultiPreserve (collecting)
[ ]   59    0    0    3 / 1000     2.8s test_prop_MultiPreserve (collecting)
[ ]   70    0    0    4 / 1000     3.6s test_prop_MultiPreserve (collecting)
[ ]  105    0    0   11 / 1000     3.7s test_prop_MultiPreserve (collecting)
[ ]  123    0    0   13 / 1000     3.8s test_prop_MultiPreserve (collecting)
[ ]  132    0    0   14 / 1000     4.5s test_prop_MultiPreserve (collecting)
[ ]  141    0    0   14 / 1000     4.7s test_prop_MultiPreserve (collecting)
[ ]  159    0    0   16 / 1000     6.9s test_prop_MultiPreserve (collecting)
[ ]  170    0    0   18 / 1000     7.0s test_prop_MultiPreserve (collecting)
[ ]  180    0    0   18 / 1000     7.1s test_prop_MultiPreserve (collecting)
[ ]  204    0    0   19 / 1000     7.2s test_prop_MultiPreserve (collecting)
[ ]  214    0    0   19 / 1000     7.8s test_prop_MultiPreserve (collecting)
[ ]  237    0    0   20 / 1000     9.0s test_prop_MultiPreserve (collecting)
[ ]  249    0    0   20 / 1000     9.1s test_prop_MultiPreserve (collecting)
[ ]  274    0    0   21 / 1000     9.3s test_prop_MultiPreserve (collecting)
[ ]  291    0    0   23 / 1000     9.6s test_prop_MultiPreserve (collecting)
[ ]  314    0    0   28 / 1000     9.7s test_prop_MultiPreserve (collecting)
[ ]  328    0    0   31 / 1000    10.6s test_prop_MultiPreserve (collecting)
[ ]  337    0    0   31 / 1000    10.7s test_prop_MultiPreserve (collecting)
[ ]  355    0    0   31 / 1000    10.8s test_prop_MultiPreserve (collecting)
[ ]  356    0    0   31 / 1000    13.2s test_prop_MultiPreserve (collecting)
[ ]  384    0    0   31 / 1000    15.5s test_prop_MultiPreserve (collecting)
[ ]  395    0    0   31 / 1000    15.6s test_prop_MultiPreserve (collecting)
[ ]  418    0    0   34 / 1000    15.8s test_prop_MultiPreserve (collecting)
[ ]  448    0    0   37 / 1000    15.9s test_prop_MultiPreserve (collecting)
[ ]  455    0    0   38 / 1000    16.7s test_prop_MultiPreserve (collecting)
[ ]  516    0    0   42 / 1000    17.2s test_prop_MultiPreserve (collecting)
[ ]  538    0    0   45 / 1000    17.9s test_prop_MultiPreserve (collecting)
[ ]  553    0    0   45 / 1000    18.2s test_prop_MultiPreserve (collecting)
[ ]  590    0    0   50 / 1000    18.3s test_prop_MultiPreserve (collecting)
[ ]  597    0    0   50 / 1000    18.5s test_prop_MultiPreserve (collecting)
[ ]  616    0    0   52 / 1000    19.3s test_prop_MultiPreserve (collecting)
[ ]  634    0    0   53 / 1000    19.4s test_prop_MultiPreserve (collecting)
[ ]  638    0    0   53 / 1000    19.6s test_prop_MultiPreserve (collecting)
[ ]  652    0    0   53 / 1000    21.8s test_prop_MultiPreserve (collecting)
[ ]  657    0    0   53 / 1000    22.0s test_prop_MultiPreserve (collecting)
[ ]  704    0    0   57 / 1000    22.1s test_prop_MultiPreserve (collecting)
[ ]  705    0    0   57 / 1000    24.5s test_prop_MultiPreserve (collecting)
[ ]  713    0    0   58 / 1000    25.1s test_prop_MultiPreserve (collecting)
[ ]  724    0    0   58 / 1000    26.3s test_prop_MultiPreserve (collecting)
[ ]  728    0    0   58 / 1000    28.6s test_prop_MultiPreserve (collecting)
[ ]  743    0    0   59 / 1000    29.1s test_prop_MultiPreserve (collecting)
[ ]  747    0    0   59 / 1000    29.3s test_prop_MultiPreserve (collecting)
[ ]  772    0    0   60 / 1000    29.7s test_prop_MultiPreserve (collecting)
[ ]  792    0    0   60 / 1000    29.8s test_prop_MultiPreserve (collecting)
[ ]  813    0    0   62 / 1000    29.9s test_prop_MultiPreserve (collecting)
[ ]  847    0    0   65 / 1000    30.1s test_prop_MultiPreserve (collecting)
[ ]  854    0    0   66 / 1000    30.2s test_prop_MultiPreserve (collecting)
[ ]  858    0    0   67 / 1000    30.9s test_prop_MultiPreserve (collecting)
[ ]  885    0    0   67 / 1000    31.0s test_prop_MultiPreserve (collecting)
[ ]  917    0    0   70 / 1000    31.2s test_prop_MultiPreserve (collecting)
[ ]  942    0    0   72 / 1000    33.7s test_prop_MultiPreserve (collecting)
[ ]  955    0    0   72 / 1000    36.0s test_prop_MultiPreserve (collecting)
[ ]  957    0    0   72 / 1000    36.4s test_prop_MultiPreserve (collecting)
[ ]  970    0    0   72 / 1000    36.6s test_prop_MultiPreserve (collecting)
[ ]  987    0    0   72 / 1000    38.8s test_prop_MultiPreserve (collecting)
[ ]  999    0    0   73 / 1000    39.0s test_prop_MultiPreserve (collecting)
[ ] 1012    0    0   73 / 1000    41.7s test_prop_MultiPreserve (collecting)
[ ] 1021    0    0   73 / 1000    42.5s test_prop_MultiPreserve (collecting)
[ ] 1033    0    0   74 / 1000    42.9s test_prop_MultiPreserve (collecting)
[ ] 1037    0    0   74 / 1000    43.8s test_prop_MultiPreserve (collecting)
[ ] 1086    0    0   77 / 1000    43.9s test_prop_MultiPreserve (collecting)
[ ] 1105    0    0   77 / 1000    44.7s test_prop_MultiPreserve (collecting)
[ ] 1152    0    0   79 / 1000    45.4s test_prop_MultiPreserve (collecting)
[ ] 1176    0    0   79 / 1000    45.5s test_prop_MultiPreserve (collecting)
[ ] 1181    0    0   81 / 1000    46.3s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   84 / 1000    46.3s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 46326.80]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   17    0    0    3 / 1000     0.8s test_prop_MultiPreserve (collecting)
[ ]   23    0    0    4 / 1000     1.1s test_prop_MultiPreserve (collecting)
[ ]   47    0    0    6 / 1000     2.0s test_prop_MultiPreserve (collecting)
[ ]   58    0    0    6 / 1000     2.7s test_prop_MultiPreserve (collecting)
[ ]   75    0    0   11 / 1000     3.5s test_prop_MultiPreserve (collecting)
[ ]  127    0    0   13 / 1000     3.6s test_prop_MultiPreserve (collecting)
[ ]  137    0    0   13 / 1000     5.9s test_prop_MultiPreserve (collecting)
[ ]  163    0    0   17 / 1000     6.1s test_prop_MultiPreserve (collecting)
[ ]  207    0    0   19 / 1000     8.3s test_prop_MultiPreserve (collecting)
[ ]  211    0    0   19 / 1000     9.0s test_prop_MultiPreserve (collecting)
[ ]  234    0    0   19 / 1000    11.1s test_prop_MultiPreserve (collecting)
[ ]  252    0    0   20 / 1000    11.5s test_prop_MultiPreserve (collecting)
[ ]  253    0    0   20 / 1000    12.4s test_prop_MultiPreserve (collecting)
[ ]  258    0    0   20 / 1000    13.1s test_prop_MultiPreserve (collecting)
[ ]  279    0    0   23 / 1000    13.9s test_prop_MultiPreserve (collecting)
[ ]  307    0    0   25 / 1000    14.2s test_prop_MultiPreserve (collecting)
[ ]  327    0    0   28 / 1000    14.3s test_prop_MultiPreserve (collecting)
[ ]  346    0    0   32 / 1000    15.1s test_prop_MultiPreserve (collecting)
[ ]  363    0    0   36 / 1000    17.5s test_prop_MultiPreserve (collecting)
[ ]  415    0    0   43 / 1000    17.6s test_prop_MultiPreserve (collecting)
[ ]  421    0    0   44 / 1000    19.8s test_prop_MultiPreserve (collecting)
[ ]  440    0    0   44 / 1000    19.9s test_prop_MultiPreserve (collecting)
[ ]  458    0    0   46 / 1000    20.6s test_prop_MultiPreserve (collecting)
[ ]  482    0    0   46 / 1000    20.8s test_prop_MultiPreserve (collecting)
[ ]  485    0    0   47 / 1000    21.0s test_prop_MultiPreserve (collecting)
[ ]  499    0    0   48 / 1000    21.1s test_prop_MultiPreserve (collecting)
[ ]  513    0    0   48 / 1000    23.5s test_prop_MultiPreserve (collecting)
[ ]  539    0    0   51 / 1000    24.1s test_prop_MultiPreserve (collecting)
[ ]  548    0    0   51 / 1000    26.6s test_prop_MultiPreserve (collecting)
[ ]  567    0    0   53 / 1000    27.3s test_prop_MultiPreserve (collecting)
[ ]  584    0    0   55 / 1000    27.4s test_prop_MultiPreserve (collecting)
[ ]  601    0    0   58 / 1000    27.6s test_prop_MultiPreserve (collecting)
[ ]  611    0    0   58 / 1000    28.5s test_prop_MultiPreserve (collecting)
[ ]  629    0    0   58 / 1000    28.7s test_prop_MultiPreserve (collecting)
[ ]  658    0    0   60 / 1000    29.0s test_prop_MultiPreserve (collecting)
[ ]  667    0    0   62 / 1000    29.3s test_prop_MultiPreserve (collecting)
[ ]  681    0    0   63 / 1000    31.8s test_prop_MultiPreserve (collecting)
[ ]  707    0    0   64 / 1000    32.3s test_prop_MultiPreserve (collecting)
[ ]  708    0    0   64 / 1000    33.2s test_prop_MultiPreserve (collecting)
[ ]  729    0    0   65 / 1000    33.6s test_prop_MultiPreserve (collecting)
[ ]  732    0    0   65 / 1000    33.9s test_prop_MultiPreserve (collecting)
[ ]  768    0    0   67 / 1000    34.7s test_prop_MultiPreserve (collecting)
[ ]  771    0    0   67 / 1000    35.0s test_prop_MultiPreserve (collecting)
[ ]  796    0    0   69 / 1000    35.3s test_prop_MultiPreserve (collecting)
[ ]  816    0    0   72 / 1000    36.1s test_prop_MultiPreserve (collecting)
[ ]  825    0    0   73 / 1000    36.9s test_prop_MultiPreserve (collecting)
[ ]  836    0    0   74 / 1000    39.1s test_prop_MultiPreserve (collecting)
[ ]  844    0    0   74 / 1000    39.2s test_prop_MultiPreserve (collecting)
[ ]  869    0    0   76 / 1000    39.4s test_prop_MultiPreserve (collecting)
[ ]  880    0    0   76 / 1000    39.5s test_prop_MultiPreserve (collecting)
[ ]  884    0    0   76 / 1000    39.7s test_prop_MultiPreserve (collecting)
[ ]  894    0    0   76 / 1000    39.8s test_prop_MultiPreserve (collecting)
[ ]  916    0    0   76 / 1000    42.1s test_prop_MultiPreserve (collecting)
[ ]  935    0    0   78 / 1000    42.8s test_prop_MultiPreserve (collecting)
[ ]  960    0    0   80 / 1000    42.9s test_prop_MultiPreserve (collecting)
[ ]  994    0    0   80 / 1000    45.6s test_prop_MultiPreserve (collecting)
[ ] 1004    0    0   80 / 1000    45.7s test_prop_MultiPreserve (collecting)
[ ] 1009    0    0   80 / 1000    46.3s test_prop_MultiPreserve (collecting)
[ ] 1023    0    0   80 / 1000    48.7s test_prop_MultiPreserve (collecting)
[ ] 1037    0    0   82 / 1000    48.9s test_prop_MultiPreserve (collecting)
[ ] 1049    0    0   82 / 1000    49.0s test_prop_MultiPreserve (collecting)
[ ] 1054    0    0   82 / 1000    49.1s test_prop_MultiPreserve (collecting)
[ ] 1072    0    0   83 / 1000    49.2s test_prop_MultiPreserve (collecting)
[ ] 1078    0    0   83 / 1000    49.4s test_prop_MultiPreserve (collecting)
[ ] 1097    0    0   84 / 1000    49.5s test_prop_MultiPreserve (collecting)
[ ] 1130    0    0   86 / 1000    50.0s test_prop_MultiPreserve (collecting)
[ ] 1137    0    0   87 / 1000    50.2s test_prop_MultiPreserve (collecting)
[ ] 1171    0    0   88 / 1000    50.4s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   92 / 1000    50.4s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 50406.10]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]    7    0    0    0 / 1000     2.3s test_prop_MultiPreserve (collecting)
[ ]   14    0    0    1 / 1000     3.1s test_prop_MultiPreserve (collecting)
[ ]   53    0    0    7 / 1000     3.3s test_prop_MultiPreserve (collecting)
[ ]   78    0    0    9 / 1000     4.3s test_prop_MultiPreserve (collecting)
[ ]   94    0    0   10 / 1000     5.0s test_prop_MultiPreserve (collecting)
[ ]   96    0    0   10 / 1000     7.2s test_prop_MultiPreserve (collecting)
[ ]  139    0    0   12 / 1000     8.1s test_prop_MultiPreserve (collecting)
[ ]  157    0    0   13 / 1000     8.2s test_prop_MultiPreserve (collecting)
[ ]  176    0    0   14 / 1000     9.1s test_prop_MultiPreserve (collecting)
[ ]  196    0    0   14 / 1000     9.2s test_prop_MultiPreserve (collecting)
[ ]  213    0    0   15 / 1000     9.3s test_prop_MultiPreserve (collecting)
[ ]  216    0    0   15 / 1000    11.6s test_prop_MultiPreserve (collecting)
[ ]  230    0    0   15 / 1000    12.3s test_prop_MultiPreserve (collecting)
[ ]  245    0    0   16 / 1000    12.4s test_prop_MultiPreserve (collecting)
[ ]  251    0    0   16 / 1000    12.6s test_prop_MultiPreserve (collecting)
[ ]  258    0    0   16 / 1000    15.0s test_prop_MultiPreserve (collecting)
[ ]  280    0    0   17 / 1000    15.1s test_prop_MultiPreserve (collecting)
[ ]  288    0    0   17 / 1000    15.3s test_prop_MultiPreserve (collecting)
[ ]  334    0    0   23 / 1000    15.4s test_prop_MultiPreserve (collecting)
[ ]  360    0    0   27 / 1000    16.2s test_prop_MultiPreserve (collecting)
[ ]  368    0    0   28 / 1000    16.4s test_prop_MultiPreserve (collecting)
[ ]  373    0    0   29 / 1000    18.8s test_prop_MultiPreserve (collecting)
[ ]  381    0    0   29 / 1000    18.9s test_prop_MultiPreserve (collecting)
[ ]  395    0    0   30 / 1000    19.0s test_prop_MultiPreserve (collecting)
[ ]  409    0    0   32 / 1000    21.2s test_prop_MultiPreserve (collecting)
[ ]  444    0    0   35 / 1000    21.4s test_prop_MultiPreserve (collecting)
[ ]  473    0    0   37 / 1000    21.8s test_prop_MultiPreserve (collecting)
[ ]  492    0    0   38 / 1000    24.3s test_prop_MultiPreserve (collecting)
[ ]  517    0    0   39 / 1000    24.8s test_prop_MultiPreserve (collecting)
[ ]  528    0    0   39 / 1000    25.8s test_prop_MultiPreserve (collecting)
[ ]  543    0    0   41 / 1000    25.9s test_prop_MultiPreserve (collecting)
[ ]  545    0    0   41 / 1000    26.1s test_prop_MultiPreserve (collecting)
[ ]  589    0    0   43 / 1000    26.3s test_prop_MultiPreserve (collecting)
[ ]  606    0    0   44 / 1000    26.4s test_prop_MultiPreserve (collecting)
[ ]  655    0    0   47 / 1000    26.7s test_prop_MultiPreserve (collecting)
[ ]  660    0    0   47 / 1000    27.5s test_prop_MultiPreserve (collecting)
[ ]  677    0    0   47 / 1000    29.8s test_prop_MultiPreserve (collecting)
[ ]  685    0    0   48 / 1000    29.9s test_prop_MultiPreserve (collecting)
[ ]  690    0    0   48 / 1000    30.6s test_prop_MultiPreserve (collecting)
[ ]  701    0    0   50 / 1000    30.9s test_prop_MultiPreserve (collecting)
[ ]  705    0    0   50 / 1000    31.1s test_prop_MultiPreserve (collecting)
[ ]  745    0    0   53 / 1000    31.2s test_prop_MultiPreserve (collecting)
[ ]  764    0    0   54 / 1000    31.3s test_prop_MultiPreserve (collecting)
[ ]  778    0    0   56 / 1000    31.5s test_prop_MultiPreserve (collecting)
[ ]  789    0    0   57 / 1000    31.8s test_prop_MultiPreserve (collecting)
[ ]  810    0    0   59 / 1000    31.9s test_prop_MultiPreserve (collecting)
[ ]  817    0    0   59 / 1000    32.2s test_prop_MultiPreserve (collecting)
[ ]  820    0    0   59 / 1000    34.5s test_prop_MultiPreserve (collecting)
[ ]  836    0    0   59 / 1000    36.8s test_prop_MultiPreserve (collecting)
[ ]  844    0    0   60 / 1000    36.9s test_prop_MultiPreserve (collecting)
[ ]  864    0    0   61 / 1000    37.1s test_prop_MultiPreserve (collecting)
[ ]  867    0    0   62 / 1000    37.6s test_prop_MultiPreserve (collecting)
[ ]  912    0    0   66 / 1000    37.8s test_prop_MultiPreserve (collecting)
[ ]  945    0    0   68 / 1000    37.9s test_prop_MultiPreserve (collecting)
[ ]  956    0    0   69 / 1000    38.3s test_prop_MultiPreserve (collecting)
[ ]  959    0    0   69 / 1000    39.1s test_prop_MultiPreserve (collecting)
[ ]  994    0    0   69 / 1000    39.4s test_prop_MultiPreserve (collecting)
[ ]  999    0    0   69 / 1000    39.5s test_prop_MultiPreserve (collecting)
[ ] 1002    0    0   71 / 1000    40.3s test_prop_MultiPreserve (collecting)
[ ] 1011    0    0   73 / 1000    40.4s test_prop_MultiPreserve (collecting)
[ ] 1013    0    0   73 / 1000    41.2s test_prop_MultiPreserve (collecting)
[ ] 1018    0    0   73 / 1000    42.1s test_prop_MultiPreserve (collecting)
[ ] 1035    0    0   76 / 1000    42.9s test_prop_MultiPreserve (collecting)
[ ] 1062    0    0   79 / 1000    43.0s test_prop_MultiPreserve (collecting)
[ ] 1099    0    0   80 / 1000    43.7s test_prop_MultiPreserve (collecting)
[ ] 1116    0    0   81 / 1000    44.5s test_prop_MultiPreserve (collecting)
[ ] 1140    0    0   82 / 1000    45.2s test_prop_MultiPreserve (collecting)
[ ] 1159    0    0   84 / 1000    46.0s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   87 / 1000    46.1s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 45875.42]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   14    0    0    1 / 1000     0.8s test_prop_MultiPreserve (collecting)
[ ]   26    0    0    3 / 1000     1.5s test_prop_MultiPreserve (collecting)
[ ]   30    0    0    4 / 1000     2.3s test_prop_MultiPreserve (collecting)
[ ]   36    0    0    5 / 1000     3.0s test_prop_MultiPreserve (collecting)
[ ]   50    0    0    5 / 1000     5.5s test_prop_MultiPreserve (collecting)
[ ]   55    0    0    5 / 1000     5.7s test_prop_MultiPreserve (collecting)
[ ]  105    0    0   12 / 1000     5.8s test_prop_MultiPreserve (collecting)
[ ]  117    0    0   12 / 1000     8.3s test_prop_MultiPreserve (collecting)
[ ]  126    0    0   14 / 1000     8.5s test_prop_MultiPreserve (collecting)
[ ]  150    0    0   15 / 1000     9.1s test_prop_MultiPreserve (collecting)
[ ]  164    0    0   17 / 1000     9.2s test_prop_MultiPreserve (collecting)
[ ]  170    0    0   17 / 1000     9.4s test_prop_MultiPreserve (collecting)
[ ]  183    0    0   18 / 1000    10.2s test_prop_MultiPreserve (collecting)
[ ]  219    0    0   21 / 1000    10.6s test_prop_MultiPreserve (collecting)
[ ]  235    0    0   21 / 1000    13.1s test_prop_MultiPreserve (collecting)
[ ]  253    0    0   22 / 1000    13.2s test_prop_MultiPreserve (collecting)
[ ]  266    0    0   23 / 1000    13.4s test_prop_MultiPreserve (collecting)
[ ]  267    0    0   23 / 1000    15.8s test_prop_MultiPreserve (collecting)
[ ]  302    0    0   24 / 1000    15.9s test_prop_MultiPreserve (collecting)
[ ]  310    0    0   24 / 1000    16.8s test_prop_MultiPreserve (collecting)
[ ]  340    0    0   25 / 1000    17.7s test_prop_MultiPreserve (collecting)
[ ]  374    0    0   26 / 1000    18.1s test_prop_MultiPreserve (collecting)
[ ]  380    0    0   26 / 1000    18.4s test_prop_MultiPreserve (collecting)
[ ]  398    0    0   26 / 1000    19.2s test_prop_MultiPreserve (collecting)
[ ]  404    0    0   26 / 1000    19.5s test_prop_MultiPreserve (collecting)
[ ]  406    0    0   26 / 1000    19.7s test_prop_MultiPreserve (collecting)
[ ]  412    0    0   28 / 1000    22.1s test_prop_MultiPreserve (collecting)
[ ]  438    0    0   28 / 1000    22.9s test_prop_MultiPreserve (collecting)
[ ]  459    0    0   29 / 1000    23.8s test_prop_MultiPreserve (collecting)
[ ]  475    0    0   31 / 1000    23.9s test_prop_MultiPreserve (collecting)
[ ]  500    0    0   32 / 1000    24.9s test_prop_MultiPreserve (collecting)
[ ]  506    0    0   32 / 1000    25.7s test_prop_MultiPreserve (collecting)
[ ]  513    0    0   32 / 1000    25.8s test_prop_MultiPreserve (collecting)
[ ]  523    0    0   34 / 1000    26.5s test_prop_MultiPreserve (collecting)
[ ]  546    0    0   36 / 1000    27.4s test_prop_MultiPreserve (collecting)
[ ]  598    0    0   42 / 1000    27.7s test_prop_MultiPreserve (collecting)
[ ]  613    0    0   44 / 1000    28.6s test_prop_MultiPreserve (collecting)
[ ]  615    0    0   44 / 1000    29.3s test_prop_MultiPreserve (collecting)
[ ]  618    0    0   44 / 1000    30.0s test_prop_MultiPreserve (collecting)
[ ]  640    0    0   46 / 1000    30.2s test_prop_MultiPreserve (collecting)
[ ]  648    0    0   47 / 1000    32.4s test_prop_MultiPreserve (collecting)
[ ]  652    0    0   47 / 1000    32.5s test_prop_MultiPreserve (collecting)
[ ]  668    0    0   47 / 1000    33.3s test_prop_MultiPreserve (collecting)
[ ]  686    0    0   49 / 1000    34.2s test_prop_MultiPreserve (collecting)
[ ]  693    0    0   50 / 1000    34.4s test_prop_MultiPreserve (collecting)
[ ]  720    0    0   52 / 1000    35.2s test_prop_MultiPreserve (collecting)
[ ]  726    0    0   53 / 1000    35.9s test_prop_MultiPreserve (collecting)
[ ]  745    0    0   54 / 1000    38.1s test_prop_MultiPreserve (collecting)
